,Crash_Year,Crash_Month,Crash_Day,Time_of_Day,Day_of_Week,City_or_Township,Crash: Intersection,Crash: Hit-and-Run,Lighting Conditions,Weather Conditions (2016+),Speed Limit at Crash Site,Worst Injury in Crash,Party Type,Person Age,Person Gender
50,2018,November,2,4:00 PM - 5:00 PM,Friday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,Clear,40,Possible injury (C),Motor vehicle driver,DOB invalid,Male
51,2018,November,2,2:00 AM - 3:00 AM,Friday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,Clear,25,Suspected serious injury (A),Motor vehicle driver,DOB invalid,Uncoded & errors
52,2018,December,2,5:00 PM - 6:00 PM,Sunday,Wayne County: Hamtramck,Intersection crash,Hit-and-run,Daylight,Clear,25,Possible injury (C),Motor vehicle driver,DOB invalid,Uncoded & errors
53,2018,December,2,4:00 AM - 5:00 AM,Sunday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark lighted,Rain,Uncoded & errors,Possible injury (C),Motor vehicle driver,26,Male
54,2018,February,3,2:00 AM - 3:00 AM,Saturday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,Clear,25,Fatal injury (K),Motor vehicle driver,DOB invalid,Uncoded & errors
55,2018,February,3,2:00 AM - 3:00 AM,Saturday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark unlighted,Clear,35,Possible injury (C),Motor vehicle driver,DOB invalid,Uncoded & errors
56,2018,March,3,11:00 PM - 12:00 midnight,Saturday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,Clear,35,Suspected serious injury (A),Motor vehicle driver,DOB invalid,Uncoded & errors
57,2018,April,3,12:00 noon - 1:00 PM,Tuesday,Wayne County: Plymouth Twp.,Intersection crash,Not hit-and-run,Daylight,Cloudy,25,Suspected serious injury (A),Motor vehicle driver,57,Female
58,2018,April,3,7:00 PM - 8:00 PM,Tuesday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,Rain,25,Possible injury (C),Motor vehicle driver,DOB invalid,Male
59,2018,May,3,4:00 PM - 5:00 PM,Thursday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,Rain,25,Possible injury (C),Motor vehicle driver,46,Male
60,2018,June,3,1:00 PM - 2:00 PM,Sunday,Wayne County: Lincoln Park,Intersection crash,Not hit-and-run,Daylight,Clear,40,Suspected serious injury (A),Motor vehicle driver,61,Male
61,2018,June,3,6:00 PM - 7:00 PM,Sunday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Clear,30,Possible injury (C),Motor vehicle driver,20,Male
62,2018,July,3,11:00 AM - 12:00 noon,Tuesday,Wayne County: Dearborn,Not intersection crash,Hit-and-run,Unknown,Unknown,20,Possible injury (C),Motor vehicle driver,DOB invalid,Uncoded & errors
63,2018,August,3,6:00 PM - 7:00 PM,Friday,Wayne County: Lincoln Park,Intersection crash,Hit-and-run,Daylight,Clear,25,No injury (O),Motor vehicle driver,DOB invalid,Uncoded & errors
64,2018,September,3,8:00 PM - 9:00 PM,Monday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dusk,Clear,25,Suspected serious injury (A),Motor vehicle driver,53,Male
65,2018,September,3,10:00 PM - 11:00 PM,Monday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,Clear,35,No injury (O),Motor vehicle driver,DOB invalid,Uncoded & errors
66,2018,September,3,1:00 AM - 2:00 AM,Monday,Wayne County: Detroit,Intersection crash,Hit-and-run,Unknown,Unknown,25,Suspected minor injury (B),Motor vehicle driver,DOB invalid,Uncoded & errors
67,2018,October,3,8:00 AM - 9:00 AM,Wednesday,Wayne County: Southgate,Intersection crash,Not hit-and-run,Daylight,Cloudy,25,Possible injury (C),Motor vehicle driver,41,Male
68,2018,November,3,2:00 AM - 3:00 AM,Saturday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark lighted,Clear,25,Possible injury (C),Motor vehicle driver,29,Female
69,2018,November,3,8:00 PM - 9:00 PM,Saturday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,Clear,30,Possible injury (C),Motor vehicle driver,DOB invalid,Uncoded & errors
70,2018,December,3,2:00 PM - 3:00 PM,Monday,Wayne County: Hamtramck,Not intersection crash,Not hit-and-run,Daylight,Cloudy,25,Suspected minor injury (B),Motor vehicle driver,18,Male
71,2018,December,3,7:00 PM - 8:00 PM,Monday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,Clear,30,Fatal injury (K),Motor vehicle driver,76,Male
72,2018,December,3,5:00 PM - 6:00 PM,Monday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dusk,Snow,30,Suspected serious injury (A),Motor vehicle driver,86,Male
73,2018,December,3,8:00 AM - 9:00 AM,Monday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark lighted,Clear,35,Possible injury (C),Motor vehicle driver,18,Female
74,2018,December,3,2:00 AM - 3:00 AM,Monday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,Clear,25,Suspected serious injury (A),Motor vehicle driver,DOB invalid,Uncoded & errors
75,2018,January,4,12:00 noon - 1:00 PM,Thursday,Wayne County: Grosse Pointe,Intersection crash,Not hit-and-run,Daylight,Clear,25,Possible injury (C),Motor vehicle driver,53,Female
76,2018,January,4,5:00 PM - 6:00 PM,Thursday,Wayne County: Grosse Pointe Park,Intersection crash,Not hit-and-run,Unknown,Unknown,35,Possible injury (C),Motor vehicle driver,60,Female
77,2018,March,4,2:00 AM - 3:00 AM,Sunday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,Clear,55,Fatal injury (K),Motor vehicle driver,21,Female
78,2018,March,4,2:00 AM - 3:00 AM,Sunday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,Clear,55,Fatal injury (K),Motor vehicle driver,41,Female
79,2018,April,4,10:00 AM - 11:00 AM,Wednesday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Cloudy,25,Possible injury (C),Motor vehicle driver,49,Male
80,2018,May,4,7:00 PM - 8:00 PM,Friday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,Clear,35,No injury (O),Motor vehicle driver,DOB invalid,Uncoded & errors
81,2018,June,4,10:00 PM - 11:00 PM,Monday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Unknown,Clear,30,Suspected minor injury (B),Motor vehicle driver,53,Male
82,2018,June,4,5:00 PM - 6:00 PM,Monday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,Clear,30,Possible injury (C),Motor vehicle driver,DOB invalid,Uncoded & errors
83,2018,July,4,8:00 PM - 9:00 PM,Wednesday,Wayne County: Dearborn Heights,Not intersection crash,Hit-and-run,Daylight,Clear,40,Suspected minor injury (B),Motor vehicle driver,33,Male
84,2018,August,4,2:00 AM - 3:00 AM,Saturday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,Clear,35,Fatal injury (K),Motor vehicle driver,19,Male
85,2018,August,4,5:00 PM - 6:00 PM,Saturday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,Clear,35,Possible injury (C),Motor vehicle driver,DOB invalid,Uncoded & errors
86,2018,August,4,12:00 midnight - 1:00 AM,Saturday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,Clear,25,Possible injury (C),Motor vehicle driver,DOB invalid,Male
87,2018,August,4,11:00 PM - 12:00 midnight,Saturday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,Clear,Uncoded & errors,No injury (O),Motor vehicle driver,DOB invalid,Uncoded & errors
88,2018,September,4,6:00 PM - 7:00 PM,Tuesday,Wayne County: Lincoln Park,Intersection crash,Not hit-and-run,Daylight,Clear,40,Suspected minor injury (B),Motor vehicle driver,58,Female
89,2018,September,4,4:00 PM - 5:00 PM,Tuesday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,Clear,30,Possible injury (C),Motor vehicle driver,27,Male
90,2018,September,4,3:00 PM - 4:00 PM,Tuesday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Clear,30,Fatal injury (K),Motor vehicle driver,37,Male
91,2018,September,4,8:00 AM - 9:00 AM,Tuesday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,Clear,Uncoded & errors,Possible injury (C),Motor vehicle driver,DOB invalid,Uncoded & errors
92,2018,October,4,2:00 AM - 3:00 AM,Thursday,Wayne County: Dearborn Heights,Not intersection crash,Hit-and-run,Dark lighted,Rain,40,Suspected minor injury (B),Motor vehicle driver,30,Male
93,2018,October,4,8:00 AM - 9:00 AM,Thursday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,Clear,35,No injury (O),Motor vehicle driver,DOB invalid,Uncoded & errors
94,2018,November,4,6:00 PM - 7:00 PM,Sunday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dusk,Clear,35,Possible injury (C),Motor vehicle driver,59,Male
95,2018,December,4,7:00 PM - 8:00 PM,Tuesday,Wayne County: Hamtramck,Not intersection crash,Hit-and-run,Daylight,Clear,25,Possible injury (C),Motor vehicle driver,DOB invalid,Uncoded & errors
96,2018,December,4,5:00 PM - 6:00 PM,Tuesday,Wayne County: Livonia,Intersection crash,Not hit-and-run,Dark unlighted,Clear,25,Suspected minor injury (B),Motor vehicle driver,21,Male
97,2018,December,4,2:00 PM - 3:00 PM,Tuesday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,Clear,55,Suspected minor injury (B),Motor vehicle driver,28,Female
98,2018,December,4,7:00 AM - 8:00 AM,Tuesday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Cloudy,25,No injury (O),Motor vehicle driver,45,Male
99,2018,December,4,12:00 midnight - 1:00 AM,Tuesday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,Clear,25,Suspected minor injury (B),Motor vehicle driver,DOB invalid,Female
100,2018,December,4,7:00 AM - 8:00 AM,Tuesday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,Cloudy,35,Possible injury (C),Motor vehicle driver,DOB invalid,Uncoded & errors
101,2018,January,5,11:00 AM - 12:00 noon,Friday,Wayne County: Taylor,Intersection crash,Not hit-and-run,Daylight,Clear,5,Possible injury (C),Motor vehicle driver,46,Male
102,2018,February,5,7:00 PM - 8:00 PM,Monday,Wayne County: Allen Park,Not intersection crash,Not hit-and-run,Dark lighted,Clear,15,Suspected serious injury (A),Motor vehicle driver,48,Female
103,2018,February,5,1:00 PM - 2:00 PM,Monday,Wayne County: Lincoln Park,Intersection crash,Not hit-and-run,Daylight,Clear,40,Suspected minor injury (B),Motor vehicle driver,26,Female
104,2018,February,5,5:00 PM - 6:00 PM,Monday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,Clear,35,Suspected minor injury (B),Motor vehicle driver,DOB invalid,Uncoded & errors
105,2018,February,5,7:00 AM - 8:00 AM,Monday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,Snow,25,Possible injury (C),Motor vehicle driver,DOB invalid,Uncoded & errors
106,2018,March,5,7:00 PM - 8:00 PM,Monday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Unknown,Clear,25,Suspected serious injury (A),Motor vehicle driver,20,Female
107,2018,March,5,6:00 PM - 7:00 PM,Monday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,Clear,35,Possible injury (C),Motor vehicle driver,DOB invalid,Uncoded & errors
108,2018,May,5,3:00 PM - 4:00 PM,Saturday,Wayne County: Hamtramck,Not intersection crash,Not hit-and-run,Daylight,Clear,25,Suspected minor injury (B),Motor vehicle driver,33,Female
109,2018,May,5,6:00 PM - 7:00 PM,Saturday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,Clear,25,Possible injury (C),Motor vehicle driver,28,Female
110,2018,May,5,1:00 PM - 2:00 PM,Saturday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,Clear,35,Suspected minor injury (B),Motor vehicle driver,DOB invalid,Uncoded & errors
111,2018,May,5,3:00 AM - 4:00 AM,Saturday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,Clear,25,Possible injury (C),Motor vehicle driver,DOB invalid,Uncoded & errors
112,2018,June,5,4:00 PM - 5:00 PM,Tuesday,Wayne County: Dearborn,Not intersection crash,Not hit-and-run,Daylight,Clear,25,Suspected serious injury (A),Motor vehicle driver,22,Male
113,2018,June,5,9:00 PM - 10:00 PM,Tuesday,Wayne County: Dearborn,Not intersection crash,Hit-and-run,Daylight,Clear,25,Suspected minor injury (B),Motor vehicle driver,19,Male
114,2018,June,5,4:00 AM - 5:00 AM,Tuesday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,Rain,70,Suspected minor injury (B),Motor vehicle driver,26,Male
115,2018,June,5,4:00 AM - 5:00 AM,Tuesday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,Rain,70,Suspected minor injury (B),Motor vehicle driver,36,Male
116,2018,July,5,7:00 PM - 8:00 PM,Thursday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,Cloudy,25,No injury (O),Motor vehicle driver,20,Female
117,2018,July,5,5:00 PM - 6:00 PM,Thursday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Clear,30,No injury (O),Motor vehicle driver,49,Male
118,2018,July,5,12:00 midnight - 1:00 AM,Thursday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,Clear,25,Suspected minor injury (B),Motor vehicle driver,DOB invalid,Uncoded & errors
119,2018,July,5,1:00 AM - 2:00 AM,Thursday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,Clear,25,No injury (O),Motor vehicle driver,DOB invalid,Uncoded & errors
120,2018,August,5,7:00 PM - 8:00 PM,Sunday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,Clear,25,No injury (O),Motor vehicle driver,DOB invalid,Uncoded & errors
121,2018,August,5,2:00 AM - 3:00 AM,Sunday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,Clear,35,Suspected serious injury (A),Motor vehicle driver,44,Female
122,2018,September,5,9:00 AM - 10:00 AM,Wednesday,Wayne County: Garden City,Intersection crash,Hit-and-run,Daylight,Clear,25,Possible injury (C),Motor vehicle driver,DOB invalid,Female
123,2018,September,5,9:00 PM - 10:00 PM,Wednesday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark unlighted,Clear,25,Suspected minor injury (B),Motor vehicle driver,DOB invalid,Uncoded & errors
124,2018,October,5,8:00 PM - 9:00 PM,Friday,Wayne County: Plymouth Twp.,Not intersection crash,Not hit-and-run,Dark lighted,Clear,70,Fatal injury (K),Motor vehicle driver,29,Male
125,2018,October,5,8:00 PM - 9:00 PM,Friday,Wayne County: Plymouth Twp.,Not intersection crash,Not hit-and-run,Dark lighted,Clear,70,Fatal injury (K),Motor vehicle driver,DOB invalid,Uncoded & errors
126,2018,October,5,8:00 AM - 9:00 AM,Friday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Clear,25,No injury (O),Motor vehicle driver,23,Female
127,2018,December,5,7:00 AM - 8:00 AM,Wednesday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark lighted,Clear,35,Possible injury (C),Motor vehicle driver,21,Male
128,2018,January,6,9:00 AM - 10:00 AM,Saturday,Wayne County: Inkster,Not intersection crash,Not hit-and-run,Daylight,Snow,40,Possible injury (C),Motor vehicle driver,19,Female
129,2018,January,6,2:00 PM - 3:00 PM,Saturday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,Clear,30,No injury (O),Motor vehicle driver,DOB invalid,Female
130,2018,February,6,9:00 AM - 10:00 AM,Tuesday,Wayne County: Dearborn,Not intersection crash,Not hit-and-run,Daylight,Cloudy,35,Suspected minor injury (B),Motor vehicle driver,18,Female
131,2018,February,6,9:00 AM - 10:00 AM,Tuesday,Wayne County: Dearborn,Not intersection crash,Not hit-and-run,Daylight,Cloudy,35,Suspected minor injury (B),Motor vehicle driver,19,Female
132,2018,February,6,9:00 AM - 10:00 AM,Tuesday,Wayne County: Dearborn,Not intersection crash,Not hit-and-run,Daylight,Cloudy,35,Suspected minor injury (B),Motor vehicle driver,23,Female
133,2018,February,6,8:00 PM - 9:00 PM,Tuesday,Wayne County: Livonia,Intersection crash,Not hit-and-run,Dark lighted,Cloudy,45,Possible injury (C),Motor vehicle driver,40,Male
134,2018,February,6,4:00 PM - 5:00 PM,Tuesday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Clear,35,Possible injury (C),Motor vehicle driver,20,Female
135,2018,February,6,10:00 AM - 11:00 AM,Tuesday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,Snow,30,Suspected serious injury (A),Motor vehicle driver,DOB invalid,Uncoded & errors
136,2018,April,6,12:00 noon - 1:00 PM,Friday,Wayne County: Livonia,Intersection crash,Not hit-and-run,Daylight,Cloudy,40,Possible injury (C),Motor vehicle driver,73,Male
137,2018,April,6,7:00 AM - 8:00 AM,Friday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dawn,Snow,30,Suspected serious injury (A),Motor vehicle driver,33,Female
138,2018,April,6,5:00 PM - 6:00 PM,Friday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Clear,30,Suspected minor injury (B),Motor vehicle driver,45,Female
139,2018,May,6,4:00 PM - 5:00 PM,Sunday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Clear,30,Suspected serious injury (A),Motor vehicle driver,31,Female
140,2018,June,6,12:00 midnight - 1:00 AM,Wednesday,Wayne County: Romulus,Not intersection crash,Hit-and-run,Dark unlighted,Clear,45,Suspected minor injury (B),Motor vehicle driver,19,Female
