,Crash_Year,Crash_Month,Crash_Day,Time_of_Day,Day_of_Week,City_or_Township,Crash: Intersection,Crash: Hit-and-Run,Lighting Conditions,Weather Conditions (2016+),Speed Limit at Crash Site,Worst Injury in Crash,Party Type,Person Age,Person Gender
1593,2016,December,2,6:00 PM - 7:00 PM,Friday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dusk,Cloudy,25,Possible injury (C),Motor vehicle driver,49,Male
1594,2016,January,3,2:00 PM - 3:00 PM,Sunday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,Clear,35,Suspected minor injury (B),Motor vehicle driver,DOB invalid,Uncoded & errors
1595,2016,February,3,7:00 PM - 8:00 PM,Wednesday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,Rain,35,Possible injury (C),Motor vehicle driver,27,Female
1596,2016,March,3,9:00 AM - 10:00 AM,Thursday,Wayne County: Canton Twp.,Not intersection crash,Hit-and-run,Daylight,Clear,25,Possible injury (C),Motor vehicle driver,32,Female
1597,2016,March,3,10:00 AM - 11:00 AM,Thursday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Cloudy,30,Possible injury (C),Motor vehicle driver,27,Female
1598,2016,March,3,10:00 AM - 11:00 AM,Thursday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Cloudy,30,Possible injury (C),Motor vehicle driver,54,Male
1599,2016,March,3,7:00 AM - 8:00 AM,Thursday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,Clear,25,Possible injury (C),Motor vehicle driver,DOB invalid,Uncoded & errors
1600,2016,May,3,8:00 PM - 9:00 PM,Tuesday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,Clear,25,Possible injury (C),Motor vehicle driver,31,Female
1601,2016,May,3,3:00 PM - 4:00 PM,Tuesday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,Clear,35,No injury (O),Motor vehicle driver,55,Female
1602,2016,May,3,6:00 PM - 7:00 PM,Tuesday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Clear,25,Possible injury (C),Motor vehicle driver,49,Female
1603,2016,June,3,2:00 PM - 3:00 PM,Friday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,Clear,35,Possible injury (C),Motor vehicle driver,DOB invalid,Male
1604,2016,July,3,9:00 PM - 10:00 PM,Sunday,Wayne County: Trenton,Not intersection crash,Not hit-and-run,Dark lighted,Clear,50,Possible injury (C),Motor vehicle driver,29,Male
1605,2016,July,3,6:00 PM - 7:00 PM,Sunday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Clear,35,Suspected serious injury (A),Motor vehicle driver,26,Female
1606,2016,July,3,2:00 PM - 3:00 PM,Sunday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Clear,35,Possible injury (C),Motor vehicle driver,35,Female
1607,2016,July,3,7:00 PM - 8:00 PM,Sunday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,Clear,35,Fatal injury (K),Motor vehicle driver,19,Male
1608,2016,July,3,7:00 PM - 8:00 PM,Sunday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,Clear,35,Fatal injury (K),Motor vehicle driver,46,Male
1609,2016,July,3,7:00 PM - 8:00 PM,Sunday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,Clear,35,Fatal injury (K),Motor vehicle driver,DOB invalid,Uncoded & errors
1610,2016,August,3,5:00 PM - 6:00 PM,Wednesday,Wayne County: Redford Twp.,Intersection crash,Not hit-and-run,Daylight,Clear,40,Suspected minor injury (B),Motor vehicle driver,53,Female
1611,2016,August,3,9:00 PM - 10:00 PM,Wednesday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,Clear,35,Fatal injury (K),Motor vehicle driver,DOB invalid,Uncoded & errors
1612,2016,September,3,11:00 PM - 12:00 midnight,Saturday,Wayne County: Northville Twp.,Not intersection crash,Not hit-and-run,Dark lighted,Clear,45,Suspected minor injury (B),Motor vehicle driver,57,Male
1613,2016,September,3,6:00 PM - 7:00 PM,Saturday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,Clear,25,Suspected serious injury (A),Motor vehicle driver,DOB invalid,Uncoded & errors
1614,2016,October,3,2:00 PM - 3:00 PM,Monday,Wayne County: Livonia,Intersection crash,Not hit-and-run,Daylight,Clear,45,Possible injury (C),Motor vehicle driver,71,Male
1615,2016,October,3,4:00 PM - 5:00 PM,Monday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,Clear,45,Suspected minor injury (B),Motor vehicle driver,DOB invalid,Uncoded & errors
1616,2016,October,3,1:00 AM - 2:00 AM,Monday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark unlighted,Clear,25,No injury (O),Motor vehicle driver,DOB invalid,Uncoded & errors
1617,2016,November,3,5:00 AM - 6:00 AM,Thursday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,Rain,55,Fatal injury (K),Motor vehicle driver,38,Female
1618,2016,November,3,9:00 PM - 10:00 PM,Thursday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark unlighted,Clear,25,Suspected minor injury (B),Motor vehicle driver,24,Female
1619,2016,December,3,12:00 noon - 1:00 PM,Saturday,Wayne County: Brownstown Twp.,Not intersection crash,Not hit-and-run,Daylight,Clear,50,Suspected serious injury (A),Motor vehicle driver,53,Female
1620,2016,December,3,12:00 noon - 1:00 PM,Saturday,Wayne County: Brownstown Twp.,Not intersection crash,Not hit-and-run,Daylight,Clear,50,Suspected serious injury (A),Motor vehicle driver,DOB invalid,Uncoded & errors
1621,2016,December,3,10:00 AM - 11:00 AM,Saturday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,Clear,Uncoded & errors,No injury (O),Motor vehicle driver,DOB invalid,Uncoded & errors
1622,2016,December,3,6:00 PM - 7:00 PM,Saturday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,Clear,35,Possible injury (C),Motor vehicle driver,DOB invalid,Uncoded & errors
1623,2016,January,4,9:00 AM - 10:00 AM,Monday,Wayne County: Grosse Pointe Woods,Not intersection crash,Not hit-and-run,Daylight,Cloudy,15,Possible injury (C),Motor vehicle driver,52,Male
1624,2016,January,4,8:00 PM - 9:00 PM,Monday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,Clear,35,Possible injury (C),Motor vehicle driver,DOB invalid,Uncoded & errors
1625,2016,January,4,3:00 PM - 4:00 PM,Monday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Clear,35,Suspected minor injury (B),Motor vehicle driver,24,Male
1626,2016,February,4,9:00 PM - 10:00 PM,Thursday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,Clear,55,Suspected minor injury (B),Motor vehicle driver,DOB invalid,Uncoded & errors
1627,2016,February,4,1:00 PM - 2:00 PM,Thursday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,Cloudy,25,Possible injury (C),Motor vehicle driver,DOB invalid,Uncoded & errors
1628,2016,March,4,11:00 PM - 12:00 midnight,Friday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,Clear,35,Suspected serious injury (A),Motor vehicle driver,53,Male
1629,2016,March,4,6:00 PM - 7:00 PM,Friday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,Cloudy,30,No injury (O),Motor vehicle driver,DOB invalid,Male
1630,2016,May,4,10:00 AM - 11:00 AM,Wednesday,Wayne County: Garden City,Intersection crash,Not hit-and-run,Daylight,Clear,25,Possible injury (C),Motor vehicle driver,81,Male
1631,2016,June,4,12:00 midnight - 1:00 AM,Saturday,Wayne County: Westland,Not intersection crash,Not hit-and-run,Dark unlighted,Clear,50,Suspected serious injury (A),Motor vehicle driver,22,Male
1632,2016,July,4,6:00 PM - 7:00 PM,Monday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,Clear,30,Fatal injury (K),Motor vehicle driver,DOB invalid,Male
1633,2016,October,4,8:00 PM - 9:00 PM,Tuesday,Wayne County: Melvindale,Not intersection crash,Not hit-and-run,Dark unlighted,Clear,35,Possible injury (C),Motor vehicle driver,19,Female
1634,2016,October,4,9:00 AM - 10:00 AM,Tuesday,Wayne County: Dearborn Heights,Not intersection crash,Not hit-and-run,Daylight,Clear,25,Possible injury (C),Motor vehicle driver,78,Female
1635,2016,October,4,8:00 AM - 9:00 AM,Tuesday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Clear,30,Suspected minor injury (B),Motor vehicle driver,30,Female
1636,2016,November,4,2:00 PM - 3:00 PM,Friday,Wayne County: Southgate,Intersection crash,Not hit-and-run,Daylight,Clear,40,Possible injury (C),Motor vehicle driver,80,Female
1637,2016,November,4,2:00 PM - 3:00 PM,Friday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,Clear,Uncoded & errors,No injury (O),Motor vehicle driver,DOB invalid,Uncoded & errors
1638,2016,November,4,2:00 AM - 3:00 AM,Friday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,Clear,30,Possible injury (C),Motor vehicle driver,DOB invalid,Uncoded & errors
1639,2016,December,4,7:00 PM - 8:00 PM,Sunday,Wayne County: Plymouth,Not intersection crash,Not hit-and-run,Dark lighted,Rain,15,Suspected serious injury (A),Motor vehicle driver,56,Female
1640,2016,December,4,8:00 PM - 9:00 PM,Sunday,Wayne County: Westland,Intersection crash,Not hit-and-run,Dark lighted,Snow,40,Suspected minor injury (B),Motor vehicle driver,44,Female
1641,2016,December,4,6:00 PM - 7:00 PM,Sunday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark lighted,Clear,Uncoded & errors,Suspected serious injury (A),Motor vehicle driver,61,Male
1642,2016,January,5,4:00 PM - 5:00 PM,Tuesday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,Clear,35,Possible injury (C),Motor vehicle driver,39,Female
1643,2016,January,5,7:00 AM - 8:00 AM,Tuesday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Clear,Uncoded & errors,Possible injury (C),Motor vehicle driver,30,Female
1644,2016,January,5,9:00 PM - 10:00 PM,Tuesday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,Clear,25,Possible injury (C),Motor vehicle driver,DOB invalid,Uncoded & errors
1645,2016,January,5,5:00 PM - 6:00 PM,Tuesday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,Clear,25,No injury (O),Motor vehicle driver,DOB invalid,Uncoded & errors
1646,2016,February,5,4:00 PM - 5:00 PM,Friday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,Clear,30,Possible injury (C),Motor vehicle driver,24,Female
1647,2016,February,5,7:00 AM - 8:00 AM,Friday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,Clear,30,Possible injury (C),Motor vehicle driver,46,Male
1648,2016,February,5,9:00 PM - 10:00 PM,Friday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,Clear,25,Possible injury (C),Motor vehicle driver,DOB invalid,Uncoded & errors
1649,2016,March,5,5:00 PM - 6:00 PM,Saturday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Clear,35,Possible injury (C),Motor vehicle driver,35,Female
1650,2016,April,5,4:00 PM - 5:00 PM,Tuesday,Wayne County: Dearborn Heights,Intersection crash,Not hit-and-run,Daylight,Clear,35,Suspected serious injury (A),Motor vehicle driver,61,Female
1651,2016,April,5,12:00 midnight - 1:00 AM,Tuesday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark unlighted,Clear,25,Possible injury (C),Motor vehicle driver,DOB invalid,Uncoded & errors
1652,2016,May,5,9:00 AM - 10:00 AM,Thursday,Wayne County: Romulus,Not intersection crash,Not hit-and-run,Daylight,Clear,25,No injury (O),Motor vehicle driver,32,Female
1653,2016,May,5,10:00 PM - 11:00 PM,Thursday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark lighted,Clear,45,No injury (O),Motor vehicle driver,63,Male
1654,2016,June,5,1:00 AM - 2:00 AM,Sunday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,Clear,25,No injury (O),Motor vehicle driver,DOB invalid,Male
1655,2016,August,5,4:00 PM - 5:00 PM,Friday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,Clear,35,Possible injury (C),Motor vehicle driver,41,Female
1656,2016,August,5,8:00 AM - 9:00 AM,Friday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,Clear,25,Possible injury (C),Motor vehicle driver,DOB invalid,Male
1657,2016,August,5,9:00 PM - 10:00 PM,Friday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,Cloudy,30,Fatal injury (K),Motor vehicle driver,DOB invalid,Uncoded & errors
1658,2016,September,5,12:00 noon - 1:00 PM,Monday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Clear,35,Suspected minor injury (B),Motor vehicle driver,54,Male
1659,2016,October,5,8:00 PM - 9:00 PM,Wednesday,Wayne County: Romulus,Intersection crash,Not hit-and-run,Dark unlighted,Cloudy,45,No injury (O),Motor vehicle driver,27,Male
1660,2016,October,5,3:00 PM - 4:00 PM,Wednesday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Clear,30,Possible injury (C),Motor vehicle driver,44,Male
1661,2016,December,5,2:00 PM - 3:00 PM,Monday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,Clear,35,No injury (O),Motor vehicle driver,45,Male
1662,2016,December,5,5:00 PM - 6:00 PM,Monday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark lighted,Clear,35,Suspected minor injury (B),Motor vehicle driver,49,Male
1663,2016,December,5,7:00 AM - 8:00 AM,Monday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dawn,Clear,30,Possible injury (C),Motor vehicle driver,DOB invalid,Male
1664,2016,January,6,7:00 PM - 8:00 PM,Wednesday,Wayne County: Westland,Intersection crash,Not hit-and-run,Dark lighted,Clear,35,Fatal injury (K),Motor vehicle driver,59,Male
1665,2016,February,6,5:00 AM - 6:00 AM,Saturday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,Clear,55,Fatal injury (K),Motor vehicle driver,30,Male
1666,2016,April,6,11:00 PM - 12:00 midnight,Wednesday,Wayne County: Romulus,Not intersection crash,Hit-and-run,Dark unlighted,Rain,50,Possible injury (C),Motor vehicle driver,DOB invalid,Uncoded & errors
1667,2016,April,6,11:00 AM - 12:00 noon,Wednesday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Rain,35,Possible injury (C),Motor vehicle driver,25,Female
1668,2016,May,6,7:00 AM - 8:00 AM,Friday,Wayne County: Hamtramck,Not intersection crash,Hit-and-run,Daylight,Clear,25,Possible injury (C),Motor vehicle driver,23,Male
1669,2016,May,6,7:00 AM - 8:00 AM,Friday,Wayne County: Hamtramck,Not intersection crash,Hit-and-run,Daylight,Clear,25,Possible injury (C),Motor vehicle driver,DOB invalid,Uncoded & errors
1670,2016,May,6,3:00 PM - 4:00 PM,Friday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,Clear,25,Suspected minor injury (B),Motor vehicle driver,DOB invalid,Female
1671,2016,June,6,8:00 PM - 9:00 PM,Monday,Wayne County: Redford Twp.,Intersection crash,Not hit-and-run,Daylight,Cloudy,35,Suspected minor injury (B),Motor vehicle driver,DOB invalid,Uncoded & errors
1672,2016,June,6,8:00 PM - 9:00 PM,Monday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,Clear,35,No injury (O),Motor vehicle driver,27,Female
1673,2016,July,6,10:00 AM - 11:00 AM,Wednesday,Wayne County: Northville Twp.,Not intersection crash,Not hit-and-run,Daylight,Clear,25,No injury (O),Motor vehicle driver,64,Male
1674,2016,July,6,9:00 AM - 10:00 AM,Wednesday,Wayne County: Dearborn,Intersection crash,Not hit-and-run,Daylight,Clear,35,Possible injury (C),Motor vehicle driver,56,Male
1675,2016,July,6,6:00 PM - 7:00 PM,Wednesday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Clear,25,Possible injury (C),Motor vehicle driver,55,Female
1676,2016,August,6,10:00 PM - 11:00 PM,Saturday,Wayne County: Southgate,Intersection crash,Not hit-and-run,Dark lighted,Clear,25,Possible injury (C),Motor vehicle driver,65,Female
1677,2016,August,6,4:00 PM - 5:00 PM,Saturday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,Clear,25,Suspected serious injury (A),Motor vehicle driver,DOB invalid,Female
1678,2016,September,6,12:00 midnight - 1:00 AM,Tuesday,Wayne County: Canton Twp.,Intersection crash,Not hit-and-run,Dark lighted,Clear,45,No injury (O),Motor vehicle driver,69,Male
1679,2016,September,6,3:00 PM - 4:00 PM,Tuesday,Wayne County: Redford Twp.,Not intersection crash,Not hit-and-run,Daylight,Clear,40,Suspected minor injury (B),Motor vehicle driver,25,Female
1680,2016,September,6,2:00 PM - 3:00 PM,Tuesday,Wayne County: Dearborn,Intersection crash,Not hit-and-run,Daylight,Clear,40,Suspected minor injury (B),Motor vehicle driver,78,Male
1681,2016,October,6,7:00 PM - 8:00 PM,Thursday,Wayne County: Canton Twp.,Not intersection crash,Not hit-and-run,Daylight,Clear,25,Possible injury (C),Motor vehicle driver,45,Male
1682,2016,October,6,3:00 PM - 4:00 PM,Thursday,Wayne County: Hamtramck,Not intersection crash,Not hit-and-run,Daylight,Clear,25,Possible injury (C),Motor vehicle driver,50,Female
1683,2016,October,6,8:00 AM - 9:00 AM,Thursday,Wayne County: Dearborn,Intersection crash,Not hit-and-run,Daylight,Clear,35,Suspected minor injury (B),Motor vehicle driver,40,Male
1684,2016,November,6,8:00 PM - 9:00 PM,Sunday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,Clear,Uncoded & errors,Fatal injury (K),Motor vehicle driver,22,Female
